Name,Surname,Homework1,Homework2,Homework3,Homework4,Homework5,Exam
Name40911,Surname40911,10,2,1,7,6,3
Name40912,Surname40912,5,3,3,3,3,1
Name40913,Surname40913,7,10,5,4,3,4
Name40914,Surname40914,6,9,3,4,3,2
Name40915,Surname40915,1,4,3,7,10,8
Name40916,Surname40916,2,8,5,6,8,1
Name40917,Surname40917,9,3,4,2,1,7
Name40918,Surname40918,4,7,8,7,2,1
Name40919,Surname40919,1,2,5,6,3,6
Name40920,Surname40920,7,4,7,5,8,6
Name40921,Surname40921,9,8,6,5,7,8
Name40922,Surname40922,4,2,5,9,9,8
Name40923,Surname40923,5,9,9,4,9,5
Name40924,Surname40924,5,1,3,7,2,7
Name40925,Surname40925,6,4,10,4,2,3
Name40926,Surname40926,5,10,6,4,6,7
Name40927,Surname40927,5,6,9,2,4,8
Name40928,Surname40928,1,4,10,4,10,6
Name40929,Surname40929,6,8,8,8,2,7
Name40930,Surname40930,1,10,5,6,3,1
Name40931,Surname40931,10,5,3,8,9,6
Name40932,Surname40932,8,5,5,10,4,10
Name40933,Surname40933,1,8,10,1,8,4
Name40934,Surname40934,10,4,8,2,7,8
Name40935,Surname40935,6,7,3,1,9,3
Name40936,Surname40936,4,8,10,4,9,10
Name40937,Surname40937,4,7,8,7,6,6
Name40938,Surname40938,2,1,9,1,1,3
Name40939,Surname40939,8,1,7,5,9,6
Name40940,Surname40940,3,2,9,1,3,2
Name40941,Surname40941,1,1,1,5,4,6
Name40942,Surname40942,8,4,5,3,6,10
Name40943,Surname40943,5,10,10,9,10,1
Name40944,Surname40944,5,10,4,8,4,5
Name40945,Surname40945,6,10,2,5,10,4
Name40946,Surname40946,2,3,2,4,6,4
Name40947,Surname40947,1,1,7,3,5,3
Name40948,Surname40948,9,8,9,1,3,2
Name40949,Surname40949,2,4,8,2,6,8
Name40950,Surname40950,4,3,5,5,2,5
Name40951,Surname40951,1,1,10,6,10,8
Name40952,Surname40952,1,2,4,7,1,3
Name40953,Surname40953,4,5,8,7,10,4
Name40954,Surname40954,4,5,1,1,9,2
Name40955,Surname40955,8,5,9,1,3,10
Name40956,Surname40956,8,6,7,3,8,6
Name40957,Surname40957,4,6,9,10,5,8
Name40958,Surname40958,3,4,5,3,4,6
Name40959,Surname40959,7,4,4,10,1,6
Name40960,Surname40960,9,7,4,5,10,7
Name40961,Surname40961,6,9,1,10,8,2
Name40962,Surname40962,8,1,4,10,2,10
Name40963,Surname40963,10,8,7,8,1,10
Name40964,Surname40964,6,1,7,5,6,6
Name40965,Surname40965,2,9,1,10,1,6
Name40966,Surname40966,3,5,1,6,5,4
Name40967,Surname40967,4,5,1,5,5,7
Name40968,Surname40968,6,8,9,2,3,2
Name40969,Surname40969,1,1,8,5,1,7
Name40970,Surname40970,6,9,6,9,4,6
Name40971,Surname40971,10,1,10,3,5,8
Name40972,Surname40972,2,6,2,3,1,4
Name40973,Surname40973,5,4,4,6,3,9
Name40974,Surname40974,9,3,9,4,9,9
Name40975,Surname40975,6,5,1,1,1,1
Name40976,Surname40976,7,10,9,7,6,4
Name40977,Surname40977,5,1,5,8,5,5
Name40978,Surname40978,2,1,1,9,8,2
Name40979,Surname40979,5,5,1,6,8,10
Name40980,Surname40980,1,8,1,1,7,5
Name40981,Surname40981,4,10,9,10,2,5
Name40982,Surname40982,3,1,2,2,1,6
Name40983,Surname40983,10,8,2,3,9,6
Name40984,Surname40984,9,8,6,5,5,5
Name40985,Surname40985,1,7,5,7,6,2
Name40986,Surname40986,10,5,3,8,4,1
Name40987,Surname40987,4,10,1,7,5,6
Name40988,Surname40988,7,7,6,10,9,10
Name40989,Surname40989,1,10,6,4,9,1
Name40990,Surname40990,3,1,7,7,9,10
Name40991,Surname40991,1,3,8,5,4,1
Name40992,Surname40992,5,3,6,6,9,7
Name40993,Surname40993,1,5,5,7,7,8
Name40994,Surname40994,1,1,10,1,1,2
Name40995,Surname40995,4,7,6,3,1,3
Name40996,Surname40996,4,3,2,4,1,10
Name40997,Surname40997,7,5,8,2,8,5
Name40998,Surname40998,10,7,6,1,4,9
Name40999,Surname40999,7,4,7,6,9,2
Name41000,Surname41000,3,6,2,6,4,2
Name41001,Surname41001,8,1,4,8,1,5
Name41002,Surname41002,7,1,4,9,10,6
Name41003,Surname41003,6,10,2,3,7,10
Name41004,Surname41004,5,10,10,5,7,2
Name41005,Surname41005,8,9,1,4,10,4
Name41006,Surname41006,1,8,7,6,5,7
Name41007,Surname41007,10,5,8,3,8,3
Name41008,Surname41008,3,2,2,4,5,1
Name41009,Surname41009,7,10,8,7,5,6
Name41010,Surname41010,2,1,3,1,4,8
Name41011,Surname41011,7,3,7,8,4,1
Name41012,Surname41012,2,9,8,5,3,1
Name41013,Surname41013,4,9,1,5,6,2
Name41014,Surname41014,8,2,4,10,4,6
Name41015,Surname41015,3,7,2,7,9,5
Name41016,Surname41016,9,6,2,1,8,7
Name41017,Surname41017,6,10,4,5,4,7
Name41018,Surname41018,1,8,10,9,6,5
Name41019,Surname41019,7,1,7,4,5,3
Name41020,Surname41020,5,8,1,10,4,6
Name41021,Surname41021,3,7,8,1,1,4
Name41022,Surname41022,2,8,3,2,6,3
Name41023,Surname41023,7,9,5,10,6,2
Name41024,Surname41024,2,9,4,9,10,3
Name41025,Surname41025,2,5,4,1,1,5
Name41026,Surname41026,3,8,9,9,3,1
Name41027,Surname41027,8,2,9,9,1,1
Name41028,Surname41028,7,4,9,8,3,6
Name41029,Surname41029,8,3,10,4,3,6
Name41030,Surname41030,2,7,8,8,9,10
Name41031,Surname41031,7,7,9,8,10,8
Name41032,Surname41032,7,2,4,4,2,2
Name41033,Surname41033,10,10,5,8,3,3
Name41034,Surname41034,1,4,8,1,10,3
Name41035,Surname41035,2,9,4,4,5,2
Name41036,Surname41036,7,6,3,9,2,2
Name41037,Surname41037,4,9,7,9,3,1
Name41038,Surname41038,1,3,6,9,9,6
Name41039,Surname41039,4,3,3,9,4,6
Name41040,Surname41040,4,10,5,6,3,2
Name41041,Surname41041,4,8,8,2,10,5
Name41042,Surname41042,9,2,10,5,2,1
Name41043,Surname41043,10,9,6,10,9,1
Name41044,Surname41044,2,10,10,2,2,3
Name41045,Surname41045,4,5,6,6,9,3
Name41046,Surname41046,6,1,7,4,5,4
Name41047,Surname41047,9,7,2,6,10,7
Name41048,Surname41048,3,2,2,10,2,5
Name41049,Surname41049,5,1,1,8,1,7
Name41050,Surname41050,3,2,7,3,7,5
Name41051,Surname41051,10,9,4,1,3,7
Name41052,Surname41052,5,5,8,9,10,4
Name41053,Surname41053,2,4,10,1,10,9
Name41054,Surname41054,2,5,7,8,5,5
Name41055,Surname41055,9,1,2,7,7,4
Name41056,Surname41056,3,8,3,10,2,7
Name41057,Surname41057,8,1,4,7,6,10
Name41058,Surname41058,9,2,6,9,8,5
Name41059,Surname41059,8,3,2,9,4,10
Name41060,Surname41060,4,6,5,8,5,5
Name41061,Surname41061,6,1,5,8,4,1
Name41062,Surname41062,6,2,7,8,3,3
Name41063,Surname41063,5,5,2,5,10,2
Name41064,Surname41064,10,5,7,6,7,3
Name41065,Surname41065,5,9,7,2,9,4
Name41066,Surname41066,6,7,6,5,9,3
Name41067,Surname41067,5,4,8,6,7,4
Name41068,Surname41068,5,4,5,10,6,10
Name41069,Surname41069,6,2,5,6,4,2
Name41070,Surname41070,5,3,1,10,4,7
Name41071,Surname41071,2,7,9,1,3,3
Name41072,Surname41072,5,4,3,10,10,7
Name41073,Surname41073,6,10,9,4,10,2
Name41074,Surname41074,7,10,3,6,7,3
Name41075,Surname41075,5,8,3,6,4,7
Name41076,Surname41076,5,3,9,9,4,3
Name41077,Surname41077,2,6,9,9,8,9
Name41078,Surname41078,8,4,8,4,4,2
Name41079,Surname41079,9,4,3,5,6,6
Name41080,Surname41080,10,9,3,4,8,8
Name41081,Surname41081,5,1,2,6,2,7
Name41082,Surname41082,10,10,1,1,3,6
Name41083,Surname41083,2,4,7,8,6,3
Name41084,Surname41084,8,9,5,1,6,7
Name41085,Surname41085,10,5,8,2,3,7
Name41086,Surname41086,1,10,8,6,4,2
Name41087,Surname41087,10,1,8,1,7,3
Name41088,Surname41088,2,1,7,3,6,8
Name41089,Surname41089,7,8,4,3,3,5
Name41090,Surname41090,3,9,9,3,3,9
Name41091,Surname41091,5,3,9,3,10,10
Name41092,Surname41092,1,9,7,7,3,5
Name41093,Surname41093,8,1,1,6,10,8
Name41094,Surname41094,1,2,6,7,4,1
Name41095,Surname41095,7,7,1,5,10,1
Name41096,Surname41096,5,8,9,9,3,1
Name41097,Surname41097,1,8,7,5,10,5
Name41098,Surname41098,7,6,10,7,1,5
Name41099,Surname41099,3,3,1,9,8,2
Name41100,Surname41100,1,4,7,6,1,5
Name41101,Surname41101,3,2,6,8,3,7
Name41102,Surname41102,9,2,8,7,2,5
Name41103,Surname41103,10,4,9,4,2,8
Name41104,Surname41104,1,2,1,3,3,1
Name41105,Surname41105,5,2,10,6,6,4
Name41106,Surname41106,1,3,5,6,8,1
Name41107,Surname41107,3,9,4,1,3,4
Name41108,Surname41108,7,8,2,2,9,8
Name41109,Surname41109,10,2,6,4,3,10
Name41110,Surname41110,3,10,7,1,8,7
Name41111,Surname41111,3,4,2,8,5,1
Name41112,Surname41112,5,8,10,4,4,4
Name41113,Surname41113,10,4,8,10,7,5
Name41114,Surname41114,4,9,7,10,7,8
Name41115,Surname41115,3,2,3,3,5,6
Name41116,Surname41116,9,1,1,6,10,8
Name41117,Surname41117,7,4,2,8,7,1
Name41118,Surname41118,9,9,5,8,7,2
Name41119,Surname41119,2,9,2,5,6,5
Name41120,Surname41120,10,4,9,4,3,3
Name41121,Surname41121,3,9,8,5,9,10
Name41122,Surname41122,3,7,6,9,3,1
Name41123,Surname41123,4,10,2,8,5,7
Name41124,Surname41124,5,1,4,5,8,9
Name41125,Surname41125,9,7,8,1,4,10
Name41126,Surname41126,8,2,5,5,9,6
Name41127,Surname41127,8,3,7,2,8,2
Name41128,Surname41128,10,10,3,8,6,7
Name41129,Surname41129,1,5,1,5,6,9
Name41130,Surname41130,7,8,9,6,1,3
Name41131,Surname41131,10,9,9,9,3,4
Name41132,Surname41132,9,2,6,1,5,10
Name41133,Surname41133,2,5,2,3,10,7
Name41134,Surname41134,1,6,10,8,3,10
Name41135,Surname41135,7,2,2,4,7,6
Name41136,Surname41136,2,2,6,3,4,3
Name41137,Surname41137,5,9,3,5,8,8
Name41138,Surname41138,6,6,5,9,5,10
Name41139,Surname41139,8,4,1,1,2,3
Name41140,Surname41140,1,3,8,7,4,7
Name41141,Surname41141,2,6,5,9,9,7
Name41142,Surname41142,10,9,10,7,6,10
Name41143,Surname41143,4,3,10,9,2,5
Name41144,Surname41144,2,4,10,8,10,2
Name41145,Surname41145,4,4,1,5,7,9
Name41146,Surname41146,3,3,9,10,2,9
Name41147,Surname41147,7,5,6,8,3,9
Name41148,Surname41148,10,6,2,3,3,3
Name41149,Surname41149,3,9,6,8,2,8
Name41150,Surname41150,9,2,6,4,4,3
Name41151,Surname41151,5,4,7,1,1,9
Name41152,Surname41152,2,7,10,6,10,2
Name41153,Surname41153,9,6,6,5,10,5
Name41154,Surname41154,5,3,6,4,10,9
Name41155,Surname41155,7,4,2,6,4,9
Name41156,Surname41156,4,2,8,9,1,3
Name41157,Surname41157,3,2,6,1,6,8
Name41158,Surname41158,10,6,2,3,1,3
Name41159,Surname41159,9,7,2,4,6,4
Name41160,Surname41160,2,3,5,8,10,5
Name41161,Surname41161,3,6,4,5,8,2
Name41162,Surname41162,2,4,2,6,1,8
Name41163,Surname41163,2,9,2,8,6,7
Name41164,Surname41164,10,3,3,6,6,5
Name41165,Surname41165,2,5,9,8,1,8
Name41166,Surname41166,9,6,4,9,9,2
Name41167,Surname41167,4,7,6,4,4,5
Name41168,Surname41168,5,6,1,2,7,8
Name41169,Surname41169,7,5,2,8,2,7
Name41170,Surname41170,7,3,7,4,3,7
Name41171,Surname41171,5,1,5,9,1,6
Name41172,Surname41172,3,7,5,3,5,2
Name41173,Surname41173,8,10,4,9,7,9
Name41174,Surname41174,6,7,5,4,9,8
Name41175,Surname41175,4,2,6,6,3,6
Name41176,Surname41176,9,8,4,8,8,1
Name41177,Surname41177,1,3,5,6,1,7
Name41178,Surname41178,6,1,9,9,9,3
Name41179,Surname41179,1,4,4,5,6,9
Name41180,Surname41180,9,2,5,2,7,7
Name41181,Surname41181,5,3,5,10,4,6
Name41182,Surname41182,3,9,10,8,7,2
Name41183,Surname41183,2,2,4,4,4,2
Name41184,Surname41184,1,4,6,4,8,8
Name41185,Surname41185,10,6,8,4,7,3
Name41186,Surname41186,7,10,8,5,1,1
Name41187,Surname41187,5,1,3,3,10,1
Name41188,Surname41188,2,7,10,3,8,10
Name41189,Surname41189,3,10,1,7,6,1
Name41190,Surname41190,10,4,4,3,8,9
Name41191,Surname41191,8,4,9,6,2,2
Name41192,Surname41192,6,6,2,6,9,5
Name41193,Surname41193,4,6,6,5,9,6
Name41194,Surname41194,1,1,6,7,9,2
Name41195,Surname41195,7,4,1,4,2,5
Name41196,Surname41196,2,4,2,3,9,6
Name41197,Surname41197,7,9,9,8,8,8
Name41198,Surname41198,6,7,2,2,5,9
Name41199,Surname41199,1,5,2,8,3,3
Name41200,Surname41200,3,3,10,7,9,6
Name41201,Surname41201,4,3,1,7,5,6
Name41202,Surname41202,10,4,6,7,9,9
Name41203,Surname41203,4,3,1,8,1,9
Name41204,Surname41204,10,7,6,7,4,1
Name41205,Surname41205,1,8,7,5,9,8
Name41206,Surname41206,8,6,6,5,3,9
Name41207,Surname41207,4,1,5,6,3,4
Name41208,Surname41208,1,7,10,2,10,10
Name41209,Surname41209,10,9,10,4,4,8
Name41210,Surname41210,9,1,3,3,5,1
Name41211,Surname41211,8,8,8,8,4,6
Name41212,Surname41212,9,3,3,9,1,1
Name41213,Surname41213,1,7,1,10,3,4
Name41214,Surname41214,6,7,9,2,6,3
Name41215,Surname41215,8,1,4,6,8,1
Name41216,Surname41216,6,10,9,2,7,9
Name41217,Surname41217,7,4,2,8,3,9
Name41218,Surname41218,7,7,3,6,2,10
Name41219,Surname41219,8,9,1,2,7,7
Name41220,Surname41220,9,5,1,9,10,6
Name41221,Surname41221,9,9,4,4,7,7
Name41222,Surname41222,8,3,8,6,1,1
Name41223,Surname41223,2,8,6,10,8,9
Name41224,Surname41224,3,10,2,4,2,5
Name41225,Surname41225,10,4,7,8,1,9
Name41226,Surname41226,1,5,6,8,4,1
Name41227,Surname41227,3,3,3,7,8,4
Name41228,Surname41228,2,2,5,6,5,7
Name41229,Surname41229,1,7,5,9,4,6
Name41230,Surname41230,10,2,3,2,10,9
Name41231,Surname41231,4,4,8,1,10,3
Name41232,Surname41232,10,2,6,5,10,2
Name41233,Surname41233,8,4,4,6,6,10
Name41234,Surname41234,4,10,7,2,9,2
Name41235,Surname41235,8,8,6,7,9,10
Name41236,Surname41236,7,9,9,10,2,8
Name41237,Surname41237,2,6,5,1,5,7
Name41238,Surname41238,4,6,2,7,10,3
Name41239,Surname41239,3,3,3,7,2,9
Name41240,Surname41240,10,7,9,10,9,6
Name41241,Surname41241,10,4,5,4,5,3
Name41242,Surname41242,3,10,4,2,1,5
Name41243,Surname41243,3,7,1,4,10,1
Name41244,Surname41244,1,5,7,1,6,1
Name41245,Surname41245,5,3,10,2,9,1
Name41246,Surname41246,5,6,10,10,1,1
Name41247,Surname41247,10,8,3,2,10,2
Name41248,Surname41248,3,9,3,3,1,8
Name41249,Surname41249,10,2,3,3,1,6
Name41250,Surname41250,5,2,7,9,6,4
Name41251,Surname41251,8,1,9,8,4,1
Name41252,Surname41252,3,10,7,6,4,9
Name41253,Surname41253,8,7,1,4,3,7
Name41254,Surname41254,5,9,6,5,8,3
Name41255,Surname41255,5,9,4,2,5,7
Name41256,Surname41256,1,3,8,7,9,6
Name41257,Surname41257,5,8,2,4,7,2
Name41258,Surname41258,3,7,4,1,5,10
Name41259,Surname41259,4,4,1,10,5,5
Name41260,Surname41260,5,10,6,2,2,9
Name41261,Surname41261,5,5,10,10,2,8
Name41262,Surname41262,1,2,10,8,3,9
Name41263,Surname41263,7,7,4,2,4,4
Name41264,Surname41264,2,1,9,9,10,3
Name41265,Surname41265,5,8,5,4,1,6
Name41266,Surname41266,5,8,4,4,3,8
Name41267,Surname41267,4,5,2,6,5,2
Name41268,Surname41268,3,7,5,3,2,10
Name41269,Surname41269,4,2,6,3,9,6
Name41270,Surname41270,3,3,1,4,6,8
Name41271,Surname41271,4,2,1,3,7,4
Name41272,Surname41272,10,9,8,6,9,1
Name41273,Surname41273,8,7,5,4,8,6
Name41274,Surname41274,9,1,5,3,10,9
Name41275,Surname41275,1,7,3,9,1,2
Name41276,Surname41276,6,1,8,6,9,6
Name41277,Surname41277,6,4,4,2,6,1
Name41278,Surname41278,4,3,8,1,2,2
Name41279,Surname41279,10,9,7,6,6,6
Name41280,Surname41280,10,1,8,10,8,1
Name41281,Surname41281,10,9,7,1,1,10
Name41282,Surname41282,3,1,1,4,7,10
Name41283,Surname41283,1,1,3,5,5,4
Name41284,Surname41284,9,2,4,5,2,3
Name41285,Surname41285,10,1,3,4,8,3
Name41286,Surname41286,10,10,1,4,7,3
Name41287,Surname41287,4,6,2,8,3,4
Name41288,Surname41288,8,1,10,4,9,9
Name41289,Surname41289,5,1,1,1,6,2
Name41290,Surname41290,2,6,5,4,4,8
Name41291,Surname41291,2,3,3,1,4,9
Name41292,Surname41292,9,3,2,1,9,6
Name41293,Surname41293,5,8,10,8,6,7
Name41294,Surname41294,8,3,10,7,10,8
Name41295,Surname41295,1,1,6,1,5,9
Name41296,Surname41296,7,4,4,5,7,1
Name41297,Surname41297,8,7,10,2,5,4
Name41298,Surname41298,2,8,4,9,9,8
Name41299,Surname41299,4,1,10,7,6,8
Name41300,Surname41300,5,1,7,7,8,5
Name41301,Surname41301,7,6,2,3,7,1
Name41302,Surname41302,5,2,3,10,7,4
Name41303,Surname41303,10,2,7,4,8,2
Name41304,Surname41304,6,2,9,6,4,10
Name41305,Surname41305,4,8,5,7,2,7
Name41306,Surname41306,5,5,3,3,2,2
Name41307,Surname41307,3,7,7,10,2,6
Name41308,Surname41308,10,6,9,4,3,4
Name41309,Surname41309,10,7,3,10,10,3
Name41310,Surname41310,5,7,9,3,2,6
Name41311,Surname41311,4,9,1,2,6,7
Name41312,Surname41312,2,1,10,3,9,4
Name41313,Surname41313,9,1,7,3,10,9
Name41314,Surname41314,6,4,7,2,9,5
Name41315,Surname41315,5,6,2,3,1,2
Name41316,Surname41316,10,7,10,7,8,2
Name41317,Surname41317,2,6,7,5,2,1
Name41318,Surname41318,3,2,5,2,2,1
Name41319,Surname41319,1,9,9,5,9,5
Name41320,Surname41320,7,4,1,9,8,7
Name41321,Surname41321,9,7,4,1,1,7
Name41322,Surname41322,4,2,10,9,9,6
Name41323,Surname41323,6,4,7,9,6,10
Name41324,Surname41324,8,6,1,1,5,9
Name41325,Surname41325,2,4,8,4,4,1
Name41326,Surname41326,8,10,5,3,6,5
Name41327,Surname41327,6,10,5,10,4,3
Name41328,Surname41328,5,5,6,8,1,3
Name41329,Surname41329,3,10,4,7,6,5
Name41330,Surname41330,10,6,4,7,3,2
Name41331,Surname41331,5,9,10,3,1,4
Name41332,Surname41332,9,7,10,2,10,3
Name41333,Surname41333,6,5,4,8,2,2
Name41334,Surname41334,4,1,5,4,6,8
Name41335,Surname41335,1,6,7,5,6,10
Name41336,Surname41336,7,9,2,4,4,3
Name41337,Surname41337,3,9,8,8,7,10
Name41338,Surname41338,7,9,3,5,8,4
Name41339,Surname41339,1,5,1,9,9,9
Name41340,Surname41340,1,7,3,10,5,10
Name41341,Surname41341,6,10,3,4,5,5
Name41342,Surname41342,5,3,4,3,10,6
Name41343,Surname41343,7,5,7,5,5,4
Name41344,Surname41344,4,10,1,6,2,3
Name41345,Surname41345,3,2,4,6,9,5
Name41346,Surname41346,3,9,8,7,8,9
Name41347,Surname41347,10,7,8,7,10,8
Name41348,Surname41348,5,10,6,10,2,9
Name41349,Surname41349,6,10,5,2,9,2
Name41350,Surname41350,4,5,5,2,3,8
Name41351,Surname41351,3,6,5,4,8,7
Name41352,Surname41352,5,1,10,4,4,7
Name41353,Surname41353,9,9,2,5,4,7
Name41354,Surname41354,5,4,7,9,8,9
Name41355,Surname41355,10,6,2,4,1,3
Name41356,Surname41356,2,3,4,3,4,5
Name41357,Surname41357,5,6,1,3,3,4
Name41358,Surname41358,5,4,1,10,10,10
Name41359,Surname41359,5,4,7,10,10,1
Name41360,Surname41360,7,2,10,3,9,6
Name41361,Surname41361,10,10,10,6,1,7
Name41362,Surname41362,5,2,3,3,4,1
Name41363,Surname41363,8,4,3,5,7,5
Name41364,Surname41364,5,1,3,7,2,2
Name41365,Surname41365,3,4,1,8,3,5
Name41366,Surname41366,3,7,10,8,8,7
Name41367,Surname41367,3,5,3,3,4,7
Name41368,Surname41368,10,10,10,9,1,6
Name41369,Surname41369,8,5,9,2,5,8
Name41370,Surname41370,10,2,7,6,9,1
Name41371,Surname41371,2,2,9,5,2,10
Name41372,Surname41372,10,1,4,5,10,5
Name41373,Surname41373,8,3,1,1,3,2
Name41374,Surname41374,1,3,9,1,1,7
Name41375,Surname41375,2,9,1,10,1,8
Name41376,Surname41376,7,5,5,5,5,10
Name41377,Surname41377,6,2,1,8,2,4
Name41378,Surname41378,9,2,3,5,10,1
Name41379,Surname41379,3,8,5,4,2,3
Name41380,Surname41380,3,8,8,7,6,7
Name41381,Surname41381,2,8,9,7,7,1
Name41382,Surname41382,10,5,8,8,5,3
Name41383,Surname41383,8,6,5,5,3,5
Name41384,Surname41384,8,1,7,5,7,3
Name41385,Surname41385,5,6,3,8,10,9
Name41386,Surname41386,4,6,4,4,7,5
Name41387,Surname41387,7,8,10,4,6,5
Name41388,Surname41388,1,5,6,5,6,10
Name41389,Surname41389,9,4,5,4,8,7
Name41390,Surname41390,9,1,3,6,6,2
Name41391,Surname41391,6,5,7,2,7,5
Name41392,Surname41392,3,2,10,8,3,3
Name41393,Surname41393,1,8,7,2,3,7
Name41394,Surname41394,1,10,3,8,4,7
Name41395,Surname41395,7,6,2,5,1,8
Name41396,Surname41396,2,8,1,9,7,3
Name41397,Surname41397,6,10,2,1,5,8
Name41398,Surname41398,3,8,1,3,3,5
Name41399,Surname41399,8,5,1,2,3,8
Name41400,Surname41400,8,6,3,7,1,5
Name41401,Surname41401,7,9,2,6,9,3
Name41402,Surname41402,7,3,9,10,5,4
Name41403,Surname41403,10,7,10,10,7,8
Name41404,Surname41404,8,3,10,1,3,8
Name41405,Surname41405,9,5,1,7,8,6
Name41406,Surname41406,5,5,8,2,6,8
Name41407,Surname41407,8,3,7,5,3,6
Name41408,Surname41408,4,8,9,10,5,2
Name41409,Surname41409,8,3,6,9,4,3
Name41410,Surname41410,3,6,7,3,1,2
Name41411,Surname41411,7,1,7,6,3,10
Name41412,Surname41412,3,9,6,3,8,4
Name41413,Surname41413,4,5,5,6,9,2
Name41414,Surname41414,8,8,2,5,5,10
Name41415,Surname41415,10,1,10,9,10,8
Name41416,Surname41416,8,9,8,8,2,1
Name41417,Surname41417,1,5,9,6,9,5
Name41418,Surname41418,4,4,1,9,10,8
Name41419,Surname41419,5,3,3,5,6,6
Name41420,Surname41420,10,4,8,2,5,7
Name41421,Surname41421,6,1,7,4,2,10
Name41422,Surname41422,9,6,7,7,1,5
Name41423,Surname41423,9,2,10,1,9,3
Name41424,Surname41424,4,8,10,8,2,2
Name41425,Surname41425,6,1,7,1,2,9
Name41426,Surname41426,7,6,3,9,1,10
Name41427,Surname41427,10,7,3,9,10,9
Name41428,Surname41428,1,9,4,7,5,1
Name41429,Surname41429,6,2,2,2,6,1
Name41430,Surname41430,7,4,2,7,6,1
Name41431,Surname41431,4,9,7,4,5,1
Name41432,Surname41432,7,5,6,6,10,1
Name41433,Surname41433,6,7,10,8,3,7
Name41434,Surname41434,1,6,9,2,5,9
Name41435,Surname41435,9,5,2,1,9,8
Name41436,Surname41436,8,9,3,5,1,4
Name41437,Surname41437,9,4,6,9,8,9
Name41438,Surname41438,7,4,8,9,1,9
Name41439,Surname41439,6,1,4,7,6,7
Name41440,Surname41440,9,8,5,6,9,6
Name41441,Surname41441,1,6,6,3,2,10
Name41442,Surname41442,8,1,7,5,10,5
Name41443,Surname41443,5,8,1,3,7,7
Name41444,Surname41444,5,10,7,5,2,3
Name41445,Surname41445,4,8,4,3,9,1
Name41446,Surname41446,9,9,9,7,10,6
Name41447,Surname41447,6,2,2,2,5,8
Name41448,Surname41448,6,6,6,1,3,10
Name41449,Surname41449,6,7,6,7,9,1
Name41450,Surname41450,4,8,1,5,10,7
Name41451,Surname41451,6,3,1,7,9,6
Name41452,Surname41452,6,5,9,8,2,7
Name41453,Surname41453,8,1,10,4,3,3
Name41454,Surname41454,3,5,8,7,4,5
Name41455,Surname41455,9,6,4,2,5,6
Name41456,Surname41456,9,4,5,1,8,4
Name41457,Surname41457,4,4,3,8,4,8
Name41458,Surname41458,10,4,9,8,1,8
Name41459,Surname41459,10,3,9,4,3,6
Name41460,Surname41460,10,7,5,8,8,3
Name41461,Surname41461,2,1,6,2,5,1
Name41462,Surname41462,3,1,1,1,1,3
Name41463,Surname41463,6,7,1,3,1,9
Name41464,Surname41464,1,3,3,8,2,1
Name41465,Surname41465,5,4,1,9,4,2
Name41466,Surname41466,9,10,7,4,3,5
Name41467,Surname41467,4,2,4,9,8,6
Name41468,Surname41468,8,7,2,4,1,1
Name41469,Surname41469,4,2,10,9,4,9
Name41470,Surname41470,4,1,7,6,8,2
Name41471,Surname41471,7,3,9,1,5,2
Name41472,Surname41472,8,1,10,10,7,2
Name41473,Surname41473,6,3,3,10,8,4
Name41474,Surname41474,9,5,1,5,2,10
Name41475,Surname41475,4,6,2,9,4,8
Name41476,Surname41476,10,7,6,4,5,1
Name41477,Surname41477,1,2,2,2,9,2
Name41478,Surname41478,6,1,7,8,5,2
Name41479,Surname41479,5,9,3,6,10,10
Name41480,Surname41480,9,5,2,6,8,10
Name41481,Surname41481,6,7,7,5,10,10
Name41482,Surname41482,5,2,4,10,4,4
Name41483,Surname41483,6,8,1,9,4,8
Name41484,Surname41484,2,2,5,10,3,4
Name41485,Surname41485,9,6,2,5,5,1
Name41486,Surname41486,4,4,2,7,3,7
Name41487,Surname41487,8,4,10,9,3,8
Name41488,Surname41488,7,6,6,4,7,7
Name41489,Surname41489,10,7,8,3,3,9
Name41490,Surname41490,6,8,3,1,5,9
Name41491,Surname41491,3,9,4,7,8,5
Name41492,Surname41492,10,7,2,8,10,4
Name41493,Surname41493,7,7,4,9,8,2
Name41494,Surname41494,6,8,5,1,2,2
Name41495,Surname41495,8,4,10,5,5,2
Name41496,Surname41496,8,7,8,2,7,7
Name41497,Surname41497,2,9,6,4,2,3
Name41498,Surname41498,5,10,7,10,3,6
Name41499,Surname41499,2,10,7,7,6,8
Name41500,Surname41500,1,10,10,3,4,9
Name41501,Surname41501,6,2,4,9,3,1
Name41502,Surname41502,10,4,7,4,3,10
Name41503,Surname41503,3,6,1,5,5,8
Name41504,Surname41504,4,6,2,10,4,8
Name41505,Surname41505,1,2,4,1,8,8
Name41506,Surname41506,7,5,1,4,4,3
Name41507,Surname41507,9,3,1,6,1,4
Name41508,Surname41508,10,5,5,4,4,10
Name41509,Surname41509,8,5,1,5,3,8
Name41510,Surname41510,7,9,7,10,4,4
Name41511,Surname41511,4,2,5,8,3,2
Name41512,Surname41512,1,4,8,8,4,4
Name41513,Surname41513,10,8,9,10,2,9
Name41514,Surname41514,7,5,5,5,9,6
Name41515,Surname41515,8,4,4,2,8,8
Name41516,Surname41516,10,2,8,4,6,4
Name41517,Surname41517,2,2,6,7,6,5
